[header]
width=40
height=40
tilewidth=32
tileheight=32
orientation=orthogonal

[tilesets]
tileset=walls1.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,7,7,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,35,7,7,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,35,35,7,7,35,35,7,7,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,35,35,35,7,7,35,35,7,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,35,35,35,35,7,35,35,35,35,35,35,35,35,7,7,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,35,35,35,35,35,7,35,35,35,35,35,35,35,35,7,35,35,35,35,35,35,35,35,35,35,21,21,35,35,35,35,35,35,35,
35,35,35,31,32,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,31,32,35,35,35,35,
35,35,35,45,46,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,45,46,35,35,35,35,
35,35,35,15,16,35,35,35,7,35,35,35,35,7,35,35,35,35,35,7,7,35,35,35,35,35,35,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,7,35,35,35,35,35,7,7,35,35,35,35,35,35,7,35,35,35,35,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,35,7,35,35,35,35,35,35,7,35,35,35,35,35,35,35,119,119,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,35,35,7,35,35,35,35,35,35,35,7,7,35,35,35,35,119,119,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,35,35,7,21,21,35,35,35,35,35,21,7,7,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,35,35,35,7,21,21,21,35,35,35,7,35,35,7,7,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,33,34,35,35,35,35,35,7,7,7,21,21,35,35,7,21,21,33,34,7,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,47,48,35,35,35,35,35,21,21,7,35,21,21,21,21,21,21,47,48,7,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,7,35,35,35,21,35,7,21,21,7,21,35,35,35,35,21,21,21,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,7,7,35,35,35,35,21,35,35,7,21,35,7,35,35,35,35,35,7,35,21,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,7,7,35,35,35,35,35,21,7,35,7,7,33,34,21,21,35,21,35,7,35,35,21,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,35,35,35,21,21,35,21,7,47,48,21,21,35,35,21,21,35,35,35,21,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,7,35,35,35,35,35,35,35,21,21,35,33,34,21,21,35,7,35,21,21,21,35,35,15,16,21,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,7,7,35,35,35,35,49,49,21,21,47,48,21,21,7,7,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,7,7,7,35,49,33,34,33,34,33,34,7,7,7,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,35,49,49,7,47,48,47,48,47,48,35,35,35,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,49,49,35,35,35,35,7,7,35,35,35,35,35,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,49,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,21,35,49,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,49,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,15,16,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,15,16,35,35,35,35,
35,35,35,31,32,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,31,32,35,35,35,35,
35,35,35,45,46,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,45,46,35,35,35,35,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,21,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
